stop_id,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station
rt42S11,4945 Canyon Dr (Sitel),This stop is on Canyon Dr & North of Wilbur Dr in front of Sitel,35.15965734,-101.8749028,,,
rt42S12,Canyon Dr & SW 45th Ave,This stop is on Canyon Dr & South of SW 45th Ave,35.16354141,-101.8715383,,,
rt42S13,Canyon Dr & S Georgia St (Walmart),This stop is on Canyon Dr & East of S Georgia St on the North end of the Walmart parking lot,35.17135669,-101.8633644,,,
rt42S14,Canyon Dr & Parker St (At Alley West),This stop is on Canyon Dr & South of Parker St near the alley,35.17498365,-101.8557243,,,
rt42S15,Canyon Dr & SE 25th Ave,This stop is on Canyon Dr & South of SE 25th Ave,35.18632527,-101.8377503,,,
rt42S16,Canyon Dr & SE 23rd Ave,This stop is on Canyon Dr & South of SE 23rd Ave,35.188182,-101.837671,,,
rt42S17,Canyon Dr & SE 22nd Ave,This stop is on Canyon Dr & South of SE 22nd Ave,35.18926165,-101.8374375,,,
rt42S18,Canyon Dr & S Pierce St,This stop is on Canyon Dr & South of S Pierce St,35.19037033,-101.8367813,,,
rt42S19,Interstate 40 & S Lincoln St,This stop is on Interstate 40 & East of S Lincoln St,35.19292577,-101.8333132,,,
rt42S20,S Buchanan St & SE 17th Ave,This stop is on S Buchanan St & North of SE 17th Ave,35.19490565,-101.8343088,,,
rt42S21,S Buchanan St & SE 16th Ave (Church),This stop is on S Buchanan St & North of SE 16th Ave in front of Perkins Community Center,35.197189,-101.833896,,,
rt42S22,S Buchanan St & SE 14th Ave,This stop is on S Buchanan St & South of SE 14th Ave,35.19861683,-101.833597,,,
rt42S24,S Buchanan St & SE 6th Ave (City Hall),This stop is on S Buchanan St & South of SE 6th Ave on the West side of City Hall,35.20686862,-101.8319186,,,
rt44S2,SW 3rd Ave & S Tyler St (Guyon Saunders Resource Center),This stop is on SW 3rd Ave & West of S Tyler St in front of Guyon Saunders Resource Center,35.21105057,-101.8379886,,,
rt44S3,SW 3rd Ave & S Jefferson St,This stop is on SW 3rd Ave & East of S Jefferson St,35.212009,-101.845074,,,
rt44S4,SW 3rd Ave & Crockett St (At Alley West),This stop is on SW 3rd Ave & West of Crockett St near the alley,35.213575,-101.856742,,,
rt44S5,SW 3rd Ave & S Lamar St,This stop is on SW 3rd Ave & East of S Lamar St,35.214367,-101.862638,,,
rt44S6,SW 10th Ave & S Georgia St (Oreilly's Auto Parts),This stop is on SW 10th Ave & West of S Georgia St on the South end of the Oreilly's Auto Parts,35.20498363,-101.866821,,,
rt44S7,SW 10th Ave & S Alabama St (Amarillo Scaregrounds),This stop is on SW 10th Ave & East of S Alabama St in front of the Amarillo Scaregrounds,35.20431476,-101.8695471,,,
rt44S8,S Western St & Plains Blvd (Walgreens),This stop is on S Western St & South of Plains Blvd in front of Walgreens,35.19920521,-101.8841552,,,
rt44S9,S Western St & SW 17th Ave (Braums),This stop is on S Western St & South of SW 17th Ave in front of Braums,35.196430,-101.884153,,,
rt44S10,S Western St & Chama St (Benjamin Donuts),This stop is on S Western St & South of Chama St in front of the Benjamin Donuts,35.195040,-101.884156,,,
rt44S11,S Western St & Albert Ave (Waffle House),This stop is on S Western St & North of Albert Ave in front of the Waffle House,35.18963314,-101.8841291,,,
rt44S12,S Western St & Olsen Blvd (Olsen Plaza),This stop is on S Western St & North of Olsen Blvd in front of Olsen Plaza,35.18618181,-101.8841194,,,
rt44S13,SW 34th Ave & Eddy St (Toot N Totum),This stop is on SW 34th Ave & East of Eddy St in front of the Toot N Totum,35.176490,-101.886100,,,
rt44S14,SW 34th Ave & Teckla Blvd,This stop is on SW 34th Ave & West of Teckla Blvd,35.17650457,-101.8933116,,,
rt44S15,SW 34th Ave & Hancock St,This stop is on SW 34th Ave & West of Hancock St,35.176545,-101.897701,,,
rt44S16,SW 34th Ave & Atkinsen St,This stop is on SW 34th Ave & East of Atkinsen St,35.176545,-101.900727,,,
rt44S17,SW 34th Ave & Danvers Dr,This stop is on SW 34th Ave & East of Danvers Dr,35.176599,-101.904120,,,
rt44S18,SW 34th Ave & S Coulter St (Wendy's),This stop is on SW 34th Ave & East of S Coulter St in front of the Wendy's,35.17663581,-101.9190635,,,
rt44S19,SW 34th Ave & S Coulter St (Summit Shopping Center),This stop is on SW 34th Ave & West of S Coulter St in front of the Summit Shopping Center,35.17665178,-101.9215771,,,
rt44S20,SW 34th Ave & Reeder Dr,This stop is on SW 34th Ave & West of Reeder Dr,35.17667657,-101.9355833,,,
WestgateMallEntrance4,Westgate Mall Entrance 4,This stop is at the Westgate Mall Entrance 4,35.18398885,-101.9301928,,,
rt44S24,SW 34th Ave & Reeder Dr (8501 SW 34th Ave),This stop is on SW 34th Ave & West of Reeder Dr in front of Catmandu,35.176457,-101.936129,,,
rt44S25,SW 34th Ave & S Coulter St (Chasewood Apartments),This stop is on SW 34th Ave & West of S Coulter St in front of the Chasewood Apartments,35.176404,-101.921983,,,
rt44S26,SW 34th Ave & Danvers (Nick's Fight Club),This is on SW 34th Ave & West of Danvers in front of Nick's Fight Club,35.17631767,-101.9055764,,,
rt44S27,SW 34th Ave & Atkinsen St (First Bank Southwest),This stop is on SW 34th Ave & West of Atkinsen St in front of the First Bank Southwest,35.17633704,-101.9007351,,,
rt44S28,SW 34th Ave & Teckla Blvd,This stop is on SW 34th Ave & West of Teckla Blvd,35.1763119,-101.8936012,,,
rt44S29,SW 34th Ave & Eddy St,This stop is on SW 34th Ave & West of Eddy St,35.176291,-101.886862,,,
rt44S30,S Western St & Olsen Blvd (Valero),This stop is on S Western St & North of Olsen Blvd in front of Valero,35.185704, -101.883845,,,
rt44S31,S Western St & Western Plaza Dr (Tune and Tint),This stop is on S Western St & North of Western Plaza Dr in front of Tunes and Tint,35.187547,-101.883864,,,
rt44S32,S Western St & Wolflin Ave (Subway),This stop is on S Western St & South of Wolflin Ave in front of Subway,35.192542,-101.883919,,,
rt44S33,S Western St & Chama St,This stop is on S Western St & North of Chama St,35.195264,-101.883955,,,
rt44S34,S Western St & Plains Blvd (Grace Church),This stop is on S Western St & South of Plains Blvd on the West end of the Grace Church parking lot,35.199081,-101.883905,,,
rt44S35,Plains Blvd & S Western St (Garce Church),This stop is on Plains Blvd & East of S Western St on the North end of the Grace Church parking lot,35.199936,-101.882644,,,
rt44S36,Plains Blvd & Dixie St (East Side of Allstate Security),This stop is on Plains Blvd & East of Dixie St on the East side of Allstate Security,35.202366,-101.875796,,,
rt44S37,S Georgia St & Line Ave (Auto Zone),This stop is on S Georgia St & South of Line Ave in front of Auto Zone,35.20668794,-101.8662427,,,
rt44S38,SW 3rd Ave & S Lamar St,This stop is on SW 3rd Ave & West of S Lamar St,35.21423556,-101.8629485,,,
rt44S39,SW 3rd Ave & S Milam St,This stop is on SW 3rd Ave & West of S Milam St,35.21383322,-101.8599834,,,
rt44S40,SW 3rd Ave & Crockett St,This stop is on SW 3rd Ave & East of Crockett St,35.2133255,-101.8561444,,,
rt44S41,SW 3rd Ave & S Travis St,This stop is on SW 3rd Ave & East of S Travis St,35.21302281,-101.8539011,,,
rt44S42,SW 3rd Ave & S Madison St,This stop is on SW 3rd Ave & West of S Madison St,35.21169511,-101.8440775,,,
rt44S43,SW 3rd Ave & S Tyler St (Across from Guyon Saunders Resource Center),This stop is on SW 3rd Ave & West of S Tyler St across from Guyon Saunders Resource Center,35.21087463,-101.8379362,,,
rt11S2O,SE 6th Ave & S Fillmore St (Courthouse),This stop is on SE 6th Ave & East of S Fillmore St (Courthouse),35.20738697,-101.8343465,,,
rt11S3O,SW 6th Ave & S Tyler St,This stop is on SW 6th Ave & West of S Tyler St,35.20793556,-101.8384775,,,
rt11S4O,SW 6th Ave & S Jackson St,This stop is on SW 6th Ave & West of S Jackson St,35.20845307,-101.8423308,,,
rt11S5O,SW 6th Ave & S Adams St,This stop is on SW 6th Ave & West of S Adams St,35.20913284,-101.8474171,,,
rt11S6O,SW 6th Ave & S Hayden St,This stop is on SW 6th Ave & West of S Hayden St,35.20955392,-101.8504721,,,
rt11S7O,SW 6th Ave & S Bonham St (At Bonham / Crockett Alley),This stop is on SW 6th Ave & East of S Bonham St at the Bonham / Crockett alley,35.21048232,-101.8574484,,,
rt11S8O,SW 6th Ave & S Austin St,This stop is on SW 6th Ave & West of S Austin St,35.21102931,-101.8614159,,,
rt11S9O,SW 6th Ave & S Bryan St,This stop is on SW 6th Ave &  S East of Bryan St,35.21139538,-101.8642902,,,
rt11S10O,SW 6th Ave & S Alabama St,This stop is on SW 6th Ave & East of S Alabama St,35.21132268,-101.8698211,,,
rt11S11O,SW 6th Ave & S Mississippi St,This stop is on SW 6th Ave & East of S Mississippi St,35.21130474,-101.8732884,,,
rt11S12O,SW 6th Ave & S Maryland St,This stop is on SW 6th Ave & East of S Maryland St,35.211317,-101.876815,,,
rt11S13O,SW 6th Ave & S Belleview St,This stop is on SW 6th Ave & West of S Belleview St,35.211313,-101.880914,,,
rt11S14O,SW 9th Ave & Alta Vista St,This stop is on SW 9th Ave & East of Alta Vista St,35.20600655,-101.8944193,,,
rt11S15O,SW 9th Ave & Clyde St (Craig Methodist Retirement),This stop is on SW 9th Ave & West of Clyde St in front of the The Craig Senior Living,35.20608505,-101.8980949,,,
rt11S16O,6010 W Amarillo Blvd (VA Hospital Main Entrance),This stop is on Wallace Blvd 6010 W Amarillo Blvd & North of Wwalker Blvd in front of the VA Hospital Main Entrance,35.203721,-101.906089,,,
rt11S17O,SW 9th Ave @ Amarillo College West Campus,This stop is on SW 9th Ave & East of Quail Creek in front of the Amarillo College West Campus,35.20608249,-101.9083973,,,
rt11S18O,SW 9th Ave & Quail Creek Dr,This stop is on SW 9th Ave & East of Quail Creek Dr,35.20610241,-101.9098636,,,
rt11S19O,7010 SW 9th Ave (Amarillo Imaging Center),This stop is on SW 9th Ave & West of Wallace Blvd in front of Amarillo Imaging Center,35.206134,-101.917403,,,
rt11S20O,7100 SW 9th Ave (Panhandle Surgery),This stop is on SW 9th Ave & East of Coulter in front of Panhandle Surgery,35.2061311,-101.9186748,,,
rt11S21O,S Coulter St & Evans St (Texas Oncology),This stop is on S Coulter St & North of Evans St in front of Texas Oncology,35.20363353,-101.9220508,,,
rt11S22O,South End of Texas Tech School of Pharmacy,This stop is on S Coulter & North of Outlook Dr on the South end of Texas Tech School of Pharmacy parking lot,35.19952374,-101.9220364,,,
rt11S23O,2110 S Coulter St (Waffle House),This stop is on S Coulter St & North of Interstate 40 in front of the Waffle House,35.188787,-101.920511,,,
Applebees,2810 S Soncy Rd (Applebee's),This stop is on S Soncy Rd & South of Simpson Dr in front of Applebee's,35.181913,-101.938349,,,
rt43S26I,S Soncy Rd & SW 34th Ave (Amarillo National Bank),This stop is on S Soncy Rd & North of SW 34th Ave in front of Amarillo National Bank,35.177733,-101.938345,,,
rt43S27I,S Soncy Rd & Tarter Ave,This stop is on S Soncy Rd & North of Tarter Ave,35.16841842,-101.938282,,,
rt43S28I,S Soncy Rd & Bent Tree Dr (Sakura),This stop is on S Soncy Rd & North of Bent Tree Dr in front of Sakura,35.165083, -101.938282,,,
rt43S29I,SW 45th Ave & Wesley St (Colonies Church of Christ),This stop is on SW 45th Ave & West of Wesley St in front of the Colonies Church of Christ,35.161567,-101.934359,,,
rt43S30I,SW 45th Ave & S Coulter St (Walmart),This stop is on SW 45th Ave & East of Van Winkle Dr in front of Walmart,35.16150925,-101.9244858,,,
rt43S31I,6801 SW 45th Ave (SW Library),This stop is on SW 45th Ave & East of Chandler Dr in front of the SW Library,35.161509, -101.913254,,,
rt43S32I,SW 45th Ave & Bell St (6015 SW 45th Ave),This stop is on SW 45th Ave & West of Bell St,35.161458,-101.904129,,,
rt43S33I,SW 45th Ave & Bell St (United Supermarket),This stop is on SW 45th Ave & East of Bell St in front of United Supermarket,35.161448,-101.900712,,,
rt43S34I,SW 45th Ave & Teckla Blvd,This stop is on SW 45th Ave & West of Teckla Blvd,35.162830,-101.887076,,,
rt43S35I,Praire Ave & S Virginia St (Independence Village Apartments),This stop is on Praire Ave & West of S Virginia St in front of the Independence Village Apartments,35.16035164,-101.8813879,,,
rt43S36I,SW 45th & McCarty Blvd,This stop is on SW 45th & West of McCarty Blvd,35.163713, -101.869876,,,
rt43S37I,S Georgia St & SW 45th Ave (Fenton Mazda),This stop is on S Georgia St & North of SW 45th Ave in front of Fenton Mazda,35.165062,-101.866167,,,
rt43S38I,S Georgia St & Canyon Dr (Randall County Veterans Park),This stop is on S Georgia St & North of Canyon Dr in front of the Randall County Veterans Park,35.17166067,-101.8660617,,,
rt43S39I,S Georgia St & SW 35th Ave (Georgia Village Shopping Center),This stop is on S Georgia St & North of SW 35th Ave in front of the Georgia Village Shopping Center,35.177007,-101.866092,,,
rt43S40I,S Georgia St & SW 34th Ave,This stop is on S Georgia St & North of SW 34th Ave,35.178601,-101.866097,,,
rt43S41I,S Georgia St & Curtis Dr (Amarillo National Bank),This stop is on S Georgia St & South of Curtis Dr in front of Amarillo National Bank,35.18159446,-101.8661073,,,
rt43S42I,S Georgia St & SW 26th Ave (Walgreens),This stop is on S Georgia St & South of SW 26th Ave in front of Walgreens,35.185430,-101.866074,,,
rt43S43I,S Georgia St & S Austin St (Wolflin Village),This stop is on S Georgia St & North of S Austin St in front of Starbucks,35.18948013,-101.866091,,,
rt43S44I,S Georgia St & Stanley St (Wolflin Village),This stop is on S Georgia St & North of Stanley St in front of Raffkind's,35.191711,-101.866101,,,
rt43S45I,S Georgia St & SW 16th Ave (St Andrews Episcopal Church),This stop is on S Georgia St & South of SW 16th Ave in front of St Andrews Episcopal Church,35.196908,-101.866147,,,
rt43S47I,SW 10th Ave & Bryan,This stop is on SW 10th Ave & West of Bowie,35.20488148,-101.8563588,,,
rt43S46I,SW 10th Ave & S Milam St,This stop is on SW 10th Ave & East of S Milam St,35.204878,-101.860754,,,
rt43S48I,SW 10th Ave & S Hayden St,This stop is on SW 10th Ave & East of S Hayden St,35.204911,-101.850704,,,
rt43S49I,SW 10th Ave & S Adams St (At Alley West),This stop is on SW 10th Ave & West of S Adams St,35.20490213,-101.8487683,,,
rt43S50I,S Van Buren St & SW 8th Ave,This stop is on S Van Buren St & South of SW 8th Ave,35.20598961,-101.841147,,,
rt43S51I,SW 7th Ave & S Tyler St,This stop is on SW 7th Ave & East of S Tyler St,35.20670241,-101.8383528,,,
rt43S52I,SE 7th Ave & S Polk St (Crush),This stop is on SE 7th Ave & East of S Polk St in front of Crush,35.20652473,-101.8370412,,,
rt43S3O,SE 8th Ave & S Fillmore St,This stop is on SE 8th Ave & East of S Fillmore St,35.20532494,-101.8347714,,,
rt43S4O,SE 8th Ave & S Polk St,This stop is on SE 8th Ave & East of S Polk St,35.205614,-101.8368753,,,
rt43S5O,SW 8th Ave & Harrison (Parking Lot for West Texas A&M),This stop is on Harrison & South of SW 8th Ave at the East end of the West Texas A&M parking lot,35.20545885,-101.8401699,,,
rt43S6O,SW 10th Ave & S Adams St,This stop is on SW 10th Ave & West of S Adams St,35.20502274,-101.8482743,,,
rt43S7O,SW 10th Ave & S Hayden St (In Front of Security Specialists),This stop is on SW 10th Ave & West of S Hayden St in front of Security Specialists,35.20505959,-101.8515771,,,
rt43S8O,SW 10th Ave & S Travis St,This stop is on SW 10th Ave & West of S Travis St,35.2050715,-101.8559695,,,
rt43S9O,SW 10th Ave & Crockett St,This stop is on SW 10th Ave & West of Crockett St,35.20506845,-101.8580369,,,
rt43S10O,SW 10th Ave & S Fannin St,This stop is on SW 10th Ave & West of S Fannin St,35.205074, -101.860157,,,
rt43S11O,SW 10th Ave & S Austin St,This stop is on SW 10th Ave & West of S Austin St,35.20506117,-101.8622355,,,
rt43S12O,SW 10th Ave & S Lamar St,This stop is on SW 10th Ave & West of S Lamar St,35.2050586,-101.8643731,,,
rt43S13O,S Georgia St & SW 16th Ave (Wellington Square),This stop is on S Georgia St & South of SW 16th Ave in front of Wellington Square,35.197199,-101.866388,,,
rt43S14O,S Georgia St & Stanley St (Crunch Fitness),This stop is on S Georgia St & North of Stanley St in front of Crunch Fitness,35.191798,-101.866382,,,
rt43S15O,S Georgia St & Civic Cir,This stop is on S Georgia St & South of Civic Cir,35.190361,-101.866376,,,
rt43S16O,S Georgia St & Virginia Cir (Whataburger),This stop is on S Georgia St & North of Virginia Cir in front of Whataburger,35.18769548,-101.8664015,,,
rt43S17O,S Georgia St & SW 26th Ave (United Market Street),This stop is on S Georgia St & North of SW 26th Ave in front of United Market Street,35.186398,-101.866407,,,
rt43S18O,S Georgia St & SW 34th Ave (Dollar General),This stop is on S Georgia St & South of SW 34th Ave in front of Dollar General,35.177641,-101.866324,,,
rt43S19O,Georgia & Mohawk,This stop is on S Georgia St & South of Mohawk Dr,35.172144,-101.866326,,,
rt43S20O,S Georgia St & SW 45th Ave (North of Georgia St Motors),This stop is on S Georgia St & North of SW 45th Ave,35.164614,-101.866536,,,
rt43S21O,SW 45th & McCarty Blvd,This stop is on SW 45th & East of McCarty Blvd,35.163972,-101.869111,,,
rt43S22O,Praire Ave & S Virginia St (Meadows Apartments),This stop is on Praire Ave & West of S Virginia St in front of the Meadows Apartments,35.16051852,-101.8816881,,,
rt43S23O,SW 45th Ave & Teckla Blvd,This stop is on SW 45th Ave & East of Teckla Blvd,35.163856,-101.885797,,,
rt43S24O,SW 45th Ave & Bell St (Suddenlink),This stop is on SW 45th Ave & East of Bell St in front of Suddenlink,35.16169049,-101.9008177,,,
rt43S25O,SW 45th Ave & S Coulter St (First Bank Southwest),This stop is on SW 45th Ave & West of S Coulter St in front of First Bank Southwest,35.161781,-101.922213,,,
rt43S26O,SW 45th Ave & Wesley St (Faith Southwest United Methodist),This stop is on SW 45th Ave & East of Wesley St in front of the Faith Southwest United Methodist,35.161787,-101.933637,,,
rt43S27O,S Soncy Rd & SW 34th Ave (Happy State Bank),This stop is on S Soncy Rd & South of SW 34th Ave in front of the Happy State Bank,35.175097,-101.938004,,,
WestgatePkwyWestBestBuy,Westgate Pkwy West of Best Buy,This stop is on Westgate Pkwy West & West of Best Buy,35.184312,-101.934860,,,
rt11S30I,2110 S Coulter St (Across from Waffle House),This stop is on S Coulter St & North of Interstate 40 and across from Waffle House,35.188516,-101.920200,,,
rt11S31I,S Coulter St @ BSA Hospital,East side of S Coulter St at BSA Hospital across from Ridgeview Medical,35.1966545,-101.9217112,,,
rt11S32I,NW Texas Hospital,East side of South Coulter ST directly in front of NW Texas Hospital,35.19981633,-101.9217631,,,
rt11S33I,1215 S Coulter St,East side of S Coulter St just south of hospital Emergency Entrance,35.20230919,-101.9217862,,,
rt11S34I,SW 9th Ave at North Entrance to VA Hospital,South side of SW 9th Ave at North Entrance to VA Hospital,35.20587826,-101.9074035,,,
rt11S35I,SW 9th Ave & Clyde St,Southwest corner of SW 9th Ave & Clyde St,35.20586417,-101.8980686,,,
rt11S36I,SW 9th Ave & Alta Vista St,Southeast corner of SW 9th Ave & Alta Vista St,35.20583754,-101.8943027,,,
rt11S37I,SW 6th Ave & S Belleview St,Southwest corner of SW 6th Ave & S Belleview St,35.21114464,-101.8805502,,,
rt11S38I,SW 6th Ave & S Tennessee St,South side of SW 6th Ave just west of S Tennessee St,35.21118368,-101.8761052,,,
rt11S39I,SW 6th Ave & S Mississippi St,Southwest corner of SW 6th Ave & S Mississippi St,35.21116872,-101.8735425,,,
rt11S40I,SW 6th Ave & S Alabama St,Southwest corner of SW 6th Ave & S Alabama St,35.21118366,-101.8700093,,,
rt11S41I,SW 6th Ave & S Bryan St,South side of SW 6th Ave just east of S Bryan St,35.21125283,-101.8644054,,,
rt11S42I,SW 6th Ave & S Austin St,South side of SW 6th Ave just west of S Austin St,35.21086069,-101.8614318,,,
rt11S43I,SW 6th Ave & S Bonham St,Southwest corner of SW 6th Ave & S Bonham St,35.2103941,-101.8581114,,,
rt11S44I,SW 6th Ave & S Hayden St,Southwest corner of SW 6th Ave & S Hayden St,35.20940106,-101.8504961,,,
rt11S45I,SW 6th Ave & S Adams St,West of S Adams St on South Side of SW 6th Ave,35.2089902,-101.8475652,,,
rt11S47I,SE 6th Ave & S Polk St (Across from Amarillo National Bank),East of S Polk ST on SE 6th Ave (Across from Amarillo National Bank),35.20750654,-101.8364983,,,
rt11S46I,SW 6th Ave & S Jackson St,Northwest corner of SW 6th Ave & S Jackson St,35.20828126,-101.8422772,,,
